Fecha,Hora,Sector,Mp10,Mp2_5,Humedad,Temperatura
25-06-2019,1:52:57,pueblo nuevo,81,73,,
25-06-2019,1:53:09,pueblo nuevo,56,56,,
25-06-2019,1:53:21,santa rosa,,,99.9,3.7
25-06-2019,1:53:33,santa rosa,69,67,,
25-06-2019,1:53:58,universidad,15,14,97.2,5.8
25-06-2019,1:54:14,pedro valdivia,,,99.9,4.7
25-06-2019,1:54:23,amanecer,,,93.0,5.4
25-06-2019,1:54:25,pedro valdivia,16,14,,
25-06-2019,1:54:26,pedro valdivia,17,16,,
25-06-2019,1:54:34,amanecer,63,63,,
25-06-2019,1:54:35,amanecer,44,42,,
25-06-2019,1:54:37,pedro valdivia,24,19,,
25-06-2019,1:57:31,santa rosa,96,79,,
25-06-2019,1:59:22,centro,,,98.9,5.4
25-06-2019,1:59:33,centro,57,55,,
25-06-2019,1:59:33,centro,126,107,,
25-06-2019,1:59:44,centro,56,55,,
25-06-2019,2:02:46,pueblo nuevo,,,78.4,5.6
25-06-2019,2:02:57,pueblo nuevo,82,76,,
25-06-2019,2:03:09,pueblo nuevo,63,63,,
25-06-2019,2:03:21,santa rosa,,,99.9,3.7
25-06-2019,2:03:33,santa rosa,51,49,,
25-06-2019,2:04:15,pedro valdivia,,,99.9,4.6
25-06-2019,2:04:23,amanecer,,,92.7,5.3
25-06-2019,2:04:25,pedro valdivia,20,17,,
25-06-2019,2:04:26,pedro valdivia,17,16,,
25-06-2019,2:04:34,amanecer,37,36,,
25-06-2019,2:04:35,amanecer,33,31,,
25-06-2019,2:04:37,pedro valdivia,14,13,,
25-06-2019,2:04:57,universidad,13,12,9.740.001,5.8
25-06-2019,2:07:30,santa rosa,79,63,,
25-06-2019,2:09:22,centro,,,99.1,5.5
25-06-2019,2:09:33,centro,42,40,,
25-06-2019,2:09:33,centro,94,79,,
25-06-2019,2:09:44,centro,39,37,,
25-06-2019,2:12:46,pueblo nuevo,,,78.2,5.7
25-06-2019,2:12:57,pueblo nuevo,114,97,,
25-06-2019,2:13:09,pueblo nuevo,89,88,,
25-06-2019,2:13:21,santa rosa,,,99.9,3.7
25-06-2019,2:13:33,santa rosa,55,53,,
25-06-2019,2:14:14,pedro valdivia,,,99.9,4.6
25-06-2019,2:14:23,amanecer,,,92.9,5.2
25-06-2019,2:14:25,pedro valdivia,18,15,,
25-06-2019,2:14:26,pedro valdivia,17,16,,
25-06-2019,2:14:34,amanecer,34,33,,
25-06-2019,2:14:35,amanecer,31,29,,
25-06-2019,2:14:37,pedro valdivia,15,14,,
25-06-2019,2:15:55,universidad,11,10,9.740.001,5.6
25-06-2019,2:17:30,santa rosa,100,79,,
25-06-2019,2:19:22,centro,,,99.0,5.3
25-06-2019,2:19:33,centro,31,29,,
25-06-2019,2:19:33,centro,56,48,,
25-06-2019,2:19:44,centro,27,25,,
25-06-2019,2:22:46,pueblo nuevo,,,77.8,5.6
25-06-2019,2:22:57,pueblo nuevo,134,118,,
25-06-2019,2:23:09,pueblo nuevo,105,105,,
25-06-2019,2:23:21,santa rosa,,,99.9,3.7
25-06-2019,2:23:33,santa rosa,67,65,,
25-06-2019,2:24:15,pedro valdivia,,,99.9,4.6
25-06-2019,2:24:23,amanecer,,,93.5,5.1
25-06-2019,2:24:25,pedro valdivia,11,10,,
25-06-2019,2:24:26,pedro valdivia,14,13,,
25-06-2019,2:24:34,amanecer,40,38,,
25-06-2019,2:24:35,amanecer,35,33,,
25-06-2019,2:24:37,pedro valdivia,11,10,,
25-06-2019,2:26:53,universidad,12,11,98.1,5.5
25-06-2019,2:27:30,santa rosa,144,106,,
25-06-2019,2:29:22,centro,,,99.2,5.5
25-06-2019,2:29:33,centro,17,16,,
25-06-2019,2:29:33,centro,25,22,,
25-06-2019,2:29:44,centro,14,13,,
25-06-2019,2:32:46,pueblo nuevo,,,78.9,5.8
25-06-2019,2:32:57,pueblo nuevo,33,27,,
25-06-2019,2:33:09,pueblo nuevo,23,23,,
25-06-2019,2:33:21,santa rosa,,,99.9,3.7
25-06-2019,2:33:33,santa rosa,71,69,,
25-06-2019,2:34:15,pedro valdivia,,,99.9,4.4
25-06-2019,2:34:23,amanecer,,,93.7,5.3
25-06-2019,2:34:25,pedro valdivia,17,13,,
25-06-2019,2:34:26,pedro valdivia,15,14,,
25-06-2019,2:34:34,amanecer,47,45,,
25-06-2019,2:34:35,amanecer,42,40,,
25-06-2019,2:34:37,pedro valdivia,17,14,,
25-06-2019,2:37:30,santa rosa,109,87,,
25-06-2019,2:37:51,universidad,13,12,9.820.001,5.5
25-06-2019,2:39:22,centro,,,99.4,5.6
25-06-2019,2:39:33,centro,13,12,,
25-06-2019,2:39:33,centro,13,13,,
25-06-2019,2:39:44,centro,9,8,,
25-06-2019,2:42:46,pueblo nuevo,,,77.6,6.0
25-06-2019,2:42:57,pueblo nuevo,14,11,,
25-06-2019,2:43:09,pueblo nuevo,12,12,,
25-06-2019,2:43:21,santa rosa,,,99.9,3.9
25-06-2019,2:43:33,santa rosa,77,75,,
25-06-2019,2:44:14,pedro valdivia,,,99.9,4.4
25-06-2019,2:44:23,amanecer,,,93.5,5.2
25-06-2019,2:44:25,pedro valdivia,13,10,,
25-06-2019,2:44:26,pedro valdivia,14,13,,
25-06-2019,2:44:34,amanecer,58,57,,
25-06-2019,2:44:35,amanecer,52,50,,
25-06-2019,2:44:37,pedro valdivia,13,11,,
25-06-2019,2:47:30,santa rosa,117,90,,
25-06-2019,2:48:48,universidad,11,10,98.1,5.5
25-06-2019,2:49:22,centro,,,99.3,5.6
25-06-2019,2:49:33,centro,5,4,,
25-06-2019,2:49:33,centro,10,9,,
25-06-2019,2:49:44,centro,4,4,,
25-06-2019,2:52:46,pueblo nuevo,,,78.4,6.2
25-06-2019,2:52:57,pueblo nuevo,13,11,,
25-06-2019,2:53:09,pueblo nuevo,14,14,,
25-06-2019,2:53:21,santa rosa,,,99.9,4.0
25-06-2019,2:53:33,santa rosa,42,40,,
25-06-2019,2:54:14,pedro valdivia,,,99.9,4.4
25-06-2019,2:54:22,amanecer,,,93.4,5.1
25-06-2019,2:54:25,pedro valdivia,11,8,,
25-06-2019,2:54:26,pedro valdivia,12,11,,
25-06-2019,2:54:34,amanecer,28,27,,
25-06-2019,2:54:35,amanecer,27,25,,
25-06-2019,2:54:37,pedro valdivia,14,12,,
25-06-2019,2:57:30,santa rosa,64,49,,
25-06-2019,2:59:22,centro,,,99.4,5.6
25-06-2019,2:59:33,centro,5,5,,
25-06-2019,2:59:33,centro,10,9,,
25-06-2019,2:59:44,centro,8,8,,
25-06-2019,2:59:46,universidad,9,8,98.4,5.4
25-06-2019,3:02:46,pueblo nuevo,,,77.4,6.1
25-06-2019,3:02:57,pueblo nuevo,98,84,,
25-06-2019,3:03:09,pueblo nuevo,70,69,,
25-06-2019,3:03:21,santa rosa,,,99.9,3.9
25-06-2019,3:03:33,santa rosa,45,43,,
25-06-2019,3:04:15,pedro valdivia,,,99.9,4.3
25-06-2019,3:04:22,amanecer,,,93.6,5.0
25-06-2019,3:04:25,pedro valdivia,8,8,,
25-06-2019,3:04:26,pedro valdivia,12,11,,
25-06-2019,3:04:34,amanecer,24,24,,
25-06-2019,3:04:35,amanecer,27,25,,
25-06-2019,3:04:37,pedro valdivia,11,9,,
25-06-2019,3:07:30,santa rosa,64,48,,
25-06-2019,3:09:22,centro,,,99.4,5.6
25-06-2019,3:09:33,centro,4,4,,
25-06-2019,3:09:33,centro,9,8,,
25-06-2019,3:09:44,centro,5,4,,
25-06-2019,3:12:46,pueblo nuevo,,,77.5,5.9
25-06-2019,3:12:57,pueblo nuevo,50,46,,
25-06-2019,3:13:09,pueblo nuevo,38,38,,
25-06-2019,3:13:21,santa rosa,,,99.9,3.6
25-06-2019,3:13:33,santa rosa,34,32,,
25-06-2019,3:14:15,pedro valdivia,,,99.9,4.2
25-06-2019,3:14:22,amanecer,,,93.8,4.9
25-06-2019,3:14:25,pedro valdivia,11,8,,
25-06-2019,3:14:26,pedro valdivia,14,13,,
25-06-2019,3:14:34,amanecer,29,28,,
25-06-2019,3:14:35,amanecer,33,31,,
25-06-2019,3:14:37,pedro valdivia,12,11,,
25-06-2019,3:17:30,santa rosa,51,36,,
25-06-2019,3:19:22,centro,,,99.4,5.6
25-06-2019,3:19:33,centro,8,5,,
25-06-2019,3:19:33,centro,10,9,,
25-06-2019,3:19:44,centro,7,6,,
25-06-2019,3:21:53,universidad,10,9,9.870.001,5.5
25-06-2019,3:22:46,pueblo nuevo,,,77.6,5.9
25-06-2019,3:22:57,pueblo nuevo,49,40,,
25-06-2019,3:23:09,pueblo nuevo,44,44,,
25-06-2019,3:23:21,santa rosa,,,99.9,3.5
25-06-2019,3:23:33,santa rosa,44,42,,
25-06-2019,3:24:15,pedro valdivia,,,99.9,4.4
25-06-2019,3:24:22,amanecer,,,94.0,5.1
25-06-2019,3:24:25,pedro valdivia,11,8,,
25-06-2019,3:24:26,pedro valdivia,13,12,,
25-06-2019,3:24:34,amanecer,34,34,,
25-06-2019,3:24:35,amanecer,39,37,,
25-06-2019,3:24:37,pedro valdivia,13,11,,
25-06-2019,3:27:30,santa rosa,66,49,,
25-06-2019,3:29:22,centro,,,99.4,5.7
25-06-2019,3:29:33,centro,21,20,,
25-06-2019,3:29:33,centro,35,29,,
25-06-2019,3:29:44,centro,21,18,,
25-06-2019,3:32:46,pueblo nuevo,,,78.4,5.7
25-06-2019,3:32:48,universidad,11,10,98.5,5.6
25-06-2019,3:32:57,pueblo nuevo,57,55,,
25-06-2019,3:33:09,pueblo nuevo,53,49,,
25-06-2019,3:33:21,santa rosa,,,99.9,3.7
25-06-2019,3:33:33,santa rosa,38,36,,
25-06-2019,3:34:15,pedro valdivia,,,99.9,4.6
25-06-2019,3:34:22,amanecer,,,93.5,5.3
25-06-2019,3:34:25,pedro valdivia,7,4,,
25-06-2019,3:34:26,pedro valdivia,12,11,,
25-06-2019,3:34:34,amanecer,28,28,,
25-06-2019,3:34:34,amanecer,30,28,,
25-06-2019,3:34:37,pedro valdivia,11,8,,
25-06-2019,3:37:30,santa rosa,54,39,,
25-06-2019,3:39:22,centro,,,99.5,5.8
25-06-2019,3:39:33,centro,15,14,,
25-06-2019,3:39:33,centro,22,18,,
25-06-2019,3:39:44,centro,11,11,,
25-06-2019,3:42:46,pueblo nuevo,,,78.8,5.6
25-06-2019,3:42:57,pueblo nuevo,34,26,,
25-06-2019,3:43:09,pueblo nuevo,26,24,,
25-06-2019,3:43:21,santa rosa,,,99.9,3.9
25-06-2019,3:43:33,santa rosa,29,27,,
25-06-2019,3:43:58,universidad,6,5,97.9,5.7
25-06-2019,3:44:15,pedro valdivia,,,99.9,4.7
25-06-2019,3:44:22,amanecer,,,93.0,5.5
25-06-2019,3:44:25,pedro valdivia,7,7,,
25-06-2019,3:44:26,pedro valdivia,12,11,,
25-06-2019,3:44:34,amanecer,14,13,,
25-06-2019,3:44:34,amanecer,17,16,,
25-06-2019,3:44:37,pedro valdivia,13,10,,
25-06-2019,3:47:30,santa rosa,28,21,,
25-06-2019,3:49:22,centro,,,99.4,5.8
25-06-2019,3:49:33,centro,16,15,,
25-06-2019,3:49:33,centro,19,16,,
25-06-2019,3:49:44,centro,12,11,,
25-06-2019,3:52:46,pueblo nuevo,,,78.4,5.8
25-06-2019,3:52:57,pueblo nuevo,24,21,,
25-06-2019,3:53:09,pueblo nuevo,25,22,,
25-06-2019,3:53:21,santa rosa,,,99.9,3.9
25-06-2019,3:53:33,santa rosa,22,21,,
25-06-2019,3:54:15,pedro valdivia,,,99.9,4.9
25-06-2019,3:54:22,amanecer,,,92.9,5.5
25-06-2019,3:54:25,pedro valdivia,5,4,,
25-06-2019,3:54:26,pedro valdivia,10,9,,
25-06-2019,3:54:34,amanecer,11,11,,
25-06-2019,3:54:34,amanecer,16,15,,
25-06-2019,3:54:37,pedro valdivia,9,6,,
25-06-2019,3:54:56,universidad,9,8,9.830.001,5.7
25-06-2019,3:57:30,santa rosa,21,16,,
25-06-2019,3:59:22,centro,,,99.2,5.6
25-06-2019,3:59:33,centro,14,13,,
25-06-2019,3:59:33,centro,18,13,,
25-06-2019,3:59:44,centro,12,11,,
25-06-2019,4:02:46,pueblo nuevo,,,78.7,5.7
25-06-2019,4:02:58,pueblo nuevo,22,19,,
25-06-2019,4:03:09,pueblo nuevo,20,19,,
25-06-2019,4:03:21,santa rosa,,,99.9,3.9
25-06-2019,4:03:33,santa rosa,17,16,,
25-06-2019,4:04:14,pedro valdivia,,,99.9,4.9
25-06-2019,4:04:22,amanecer,,,93.3,5.4
25-06-2019,4:04:25,pedro valdivia,4,4,,
25-06-2019,4:04:26,pedro valdivia,10,9,,
25-06-2019,4:04:34,amanecer,14,13,,
25-06-2019,4:04:35,amanecer,8,8,,
25-06-2019,4:04:37,pedro valdivia,6,5,,
25-06-2019,4:05:54,universidad,6,5,9.820.001,5.7
25-06-2019,4:07:30,santa rosa,18,15,,
25-06-2019,4:09:22,centro,,,99.4,5.6
25-06-2019,4:09:33,centro,14,13,,
25-06-2019,4:09:33,centro,16,13,,
25-06-2019,4:09:44,centro,10,9,,
25-06-2019,4:12:46,pueblo nuevo,,,79.3,5.8
25-06-2019,4:12:57,pueblo nuevo,32,28,,
25-06-2019,4:13:09,pueblo nuevo,31,30,,
25-06-2019,4:13:21,santa rosa,,,99.9,4.0
25-06-2019,4:13:33,santa rosa,30,28,,
25-06-2019,4:14:15,pedro valdivia,,,99.9,4.9
25-06-2019,4:14:22,amanecer,,,93.6,5.3
25-06-2019,4:14:26,pedro valdivia,5,4,,
25-06-2019,4:14:26,pedro valdivia,11,10,,
25-06-2019,4:14:34,amanecer,11,11,,
25-06-2019,4:14:34,amanecer,15,14,,
25-06-2019,4:14:37,pedro valdivia,7,6,,
25-06-2019,4:16:53,universidad,9,8,98.0,5.8
25-06-2019,4:17:30,santa rosa,25,21,,
25-06-2019,4:19:22,centro,,,99.8,5.8
25-06-2019,4:19:33,centro,14,13,,
25-06-2019,4:19:33,centro,15,12,,
25-06-2019,4:19:44,centro,12,11,,
25-06-2019,4:22:46,pueblo nuevo,,,79.2,5.7
25-06-2019,4:22:57,pueblo nuevo,22,19,,
25-06-2019,4:23:09,pueblo nuevo,19,19,,
25-06-2019,4:23:21,santa rosa,,,99.9,3.9
25-06-2019,4:23:33,santa rosa,19,18,,
25-06-2019,4:24:15,pedro valdivia,,,99.9,4.8
25-06-2019,4:24:22,amanecer,,,93.3,5.3
25-06-2019,4:24:25,pedro valdivia,4,2,,
25-06-2019,4:24:26,pedro valdivia,11,10,,
25-06-2019,4:24:34,amanecer,11,10,,
25-06-2019,4:24:34,amanecer,15,14,,
25-06-2019,4:24:37,pedro valdivia,6,5,,
25-06-2019,4:27:30,santa rosa,13,10,,
25-06-2019,4:27:51,universidad,5,4,97.7,5.7
25-06-2019,4:29:22,centro,,,99.9,5.6
25-06-2019,4:29:33,centro,12,11,,
25-06-2019,4:29:33,centro,13,9,,
25-06-2019,4:29:44,centro,9,7,,
25-06-2019,4:32:46,pueblo nuevo,,,79.3,5.5
25-06-2019,4:32:57,pueblo nuevo,24,22,,
25-06-2019,4:33:09,pueblo nuevo,22,22,,
25-06-2019,4:33:21,santa rosa,,,99.9,3.8
25-06-2019,4:33:33,santa rosa,14,13,,
25-06-2019,4:34:14,pedro valdivia,,,99.9,4.7
25-06-2019,4:34:22,amanecer,,,93.0,5.4
25-06-2019,4:34:25,pedro valdivia,4,2,,
25-06-2019,4:34:26,pedro valdivia,10,9,,
25-06-2019,4:34:34,amanecer,14,14,,
25-06-2019,4:34:34,amanecer,18,17,,
25-06-2019,4:34:37,pedro valdivia,8,6,,
25-06-2019,4:37:30,santa rosa,13,9,,
25-06-2019,4:38:59,universidad,6,5,98.0,5.7
25-06-2019,4:39:22,centro,,,99.9,5.6
25-06-2019,4:39:33,centro,12,11,,
25-06-2019,4:39:34,centro,12,11,,
25-06-2019,4:39:44,centro,6,5,,
25-06-2019,4:42:46,pueblo nuevo,,,79.5,5.5
25-06-2019,4:42:57,pueblo nuevo,22,21,,
25-06-2019,4:43:09,pueblo nuevo,22,20,,
25-06-2019,4:43:21,santa rosa,,,99.9,3.8
25-06-2019,4:43:33,santa rosa,16,15,,
25-06-2019,4:44:15,pedro valdivia,,,99.9,4.8
25-06-2019,4:44:22,amanecer,,,93.2,5.3
25-06-2019,4:44:25,pedro valdivia,5,4,,
25-06-2019,4:44:26,pedro valdivia,10,9,,
25-06-2019,4:44:33,amanecer,18,17,,
25-06-2019,4:44:34,amanecer,20,19,,
25-06-2019,4:44:37,pedro valdivia,6,5,,
25-06-2019,4:47:29,santa rosa,16,12,,
25-06-2019,4:49:22,centro,,,99.9,5.5
25-06-2019,4:49:33,centro,12,9,,
25-06-2019,4:49:33,centro,12,11,,
25-06-2019,4:49:44,centro,8,7,,
25-06-2019,4:49:54,universidad,6,5,9.780.001,5.7
25-06-2019,4:52:46,pueblo nuevo,,,79.0,5.6
25-06-2019,4:52:57,pueblo nuevo,24,20,,
25-06-2019,4:53:09,pueblo nuevo,19,18,,
25-06-2019,4:53:21,santa rosa,,,99.9,3.6
25-06-2019,4:53:33,santa rosa,18,17,,
25-06-2019,4:54:15,pedro valdivia,,,99.9,4.7
25-06-2019,4:54:22,amanecer,,,93.2,5.3
25-06-2019,4:54:25,pedro valdivia,2,2,,
25-06-2019,4:54:26,pedro valdivia,9,8,,
25-06-2019,4:54:33,amanecer,12,12,,
25-06-2019,4:54:34,amanecer,20,19,,
25-06-2019,4:54:37,pedro valdivia,11,7,,
25-06-2019,4:57:29,santa rosa,13,12,,
25-06-2019,4:59:22,centro,,,99.9,5.3
25-06-2019,4:59:33,centro,11,10,,
25-06-2019,4:59:33,centro,12,11,,
25-06-2019,4:59:44,centro,6,6,,
25-06-2019,5:00:52,universidad,13,12,98.9,5.5
25-06-2019,5:02:46,pueblo nuevo,,,78.8,5.5
25-06-2019,5:02:57,pueblo nuevo,28,20,,
25-06-2019,5:03:09,pueblo nuevo,23,22,,
25-06-2019,5:03:21,santa rosa,,,99.9,3.4
25-06-2019,5:03:33,santa rosa,18,17,,
25-06-2019,5:04:14,pedro valdivia,,,99.9,4.7
25-06-2019,5:04:22,amanecer,,,92.8,5.6
25-06-2019,5:04:25,pedro valdivia,7,5,,
25-06-2019,5:04:26,pedro valdivia,12,11,,
25-06-2019,5:04:33,amanecer,12,12,,
25-06-2019,5:04:34,amanecer,19,18,,
25-06-2019,5:04:37,pedro valdivia,7,7,,
25-06-2019,5:07:29,santa rosa,16,10,,
25-06-2019,5:09:22,centro,,,99.9,5.2
25-06-2019,5:09:33,centro,9,9,,
25-06-2019,5:09:33,centro,11,10,,
25-06-2019,5:09:44,centro,6,6,,
25-06-2019,5:11:49,universidad,7,6,9.920.001,5.1
25-06-2019,5:12:46,pueblo nuevo,,,79.6,5.4
25-06-2019,5:12:57,pueblo nuevo,23,21,,
25-06-2019,5:13:09,pueblo nuevo,22,21,,
25-06-2019,5:13:21,santa rosa,,,99.9,3.5
25-06-2019,5:13:33,santa rosa,15,14,,
25-06-2019,5:14:14,pedro valdivia,,,99.9,4.8
25-06-2019,5:14:22,amanecer,,,92.6,5.7
25-06-2019,5:14:25,pedro valdivia,5,4,,
25-06-2019,5:14:26,pedro valdivia,11,10,,
25-06-2019,5:14:33,amanecer,19,19,,
25-06-2019,5:14:34,amanecer,20,19,,
25-06-2019,5:14:37,pedro valdivia,7,5,,
25-06-2019,5:17:29,santa rosa,12,10,,
25-06-2019,5:19:22,centro,,,99.9,5.1
25-06-2019,5:19:33,centro,12,11,,
25-06-2019,5:19:33,centro,12,11,,
25-06-2019,5:19:44,centro,8,7,,
25-06-2019,5:22:46,pueblo nuevo,,,79.0,5.5
25-06-2019,5:22:57,pueblo nuevo,25,19,,
25-06-2019,5:23:01,universidad,12,11,99.7,4.9
25-06-2019,5:23:09,pueblo nuevo,21,21,,
25-06-2019,5:23:21,santa rosa,,,99.9,3.4
25-06-2019,5:23:33,santa rosa,17,16,,
25-06-2019,5:24:14,pedro valdivia,,,99.9,4.7
25-06-2019,5:24:22,amanecer,,,92.7,5.4
25-06-2019,5:24:25,pedro valdivia,4,4,,
25-06-2019,5:24:26,pedro valdivia,10,9,,
25-06-2019,5:24:33,amanecer,14,14,,
25-06-2019,5:24:34,amanecer,19,18,,
25-06-2019,5:24:37,pedro valdivia,11,8,,
25-06-2019,5:27:31,santa rosa,15,12,,
25-06-2019,5:29:22,centro,,,99.9,5.0
25-06-2019,5:29:33,centro,12,9,,
25-06-2019,5:29:33,centro,12,11,,
25-06-2019,5:29:44,centro,10,8,,
25-06-2019,5:32:46,pueblo nuevo,,,77.9,5.5
25-06-2019,5:32:57,pueblo nuevo,16,15,,
25-06-2019,5:33:09,pueblo nuevo,22,21,,
25-06-2019,5:33:21,santa rosa,,,99.9,3.3
25-06-2019,5:33:33,santa rosa,18,17,,
25-06-2019,5:33:56,universidad,10,9,9.990.001,5.1
25-06-2019,5:34:14,pedro valdivia,,,99.9,4.8
25-06-2019,5:34:22,amanecer,,,93.0,5.4
25-06-2019,5:34:25,pedro valdivia,4,2,,
25-06-2019,5:34:26,pedro valdivia,11,10,,
25-06-2019,5:34:33,amanecer,22,20,,
25-06-2019,5:34:34,amanecer,28,26,,
25-06-2019,5:34:37,pedro valdivia,3,3,,
25-06-2019,5:37:29,santa rosa,15,12,,
25-06-2019,5:39:22,centro,,,99.9,5.2
25-06-2019,5:39:33,centro,13,12,,
25-06-2019,5:39:33,centro,14,12,,
25-06-2019,5:39:44,centro,8,8,,
25-06-2019,5:42:46,pueblo nuevo,,,78.1,5.5
25-06-2019,5:42:57,pueblo nuevo,7,5,,
25-06-2019,5:43:09,pueblo nuevo,8,8,,
25-06-2019,5:43:21,santa rosa,,,99.9,3.4
25-06-2019,5:43:33,santa rosa,17,16,,
25-06-2019,5:44:14,pedro valdivia,,,99.9,5.0
25-06-2019,5:44:21,amanecer,,,92.5,5.7
25-06-2019,5:44:25,pedro valdivia,4,2,,
25-06-2019,5:44:26,pedro valdivia,9,8,,
25-06-2019,5:44:33,amanecer,22,21,,
25-06-2019,5:44:34,amanecer,28,26,,
25-06-2019,5:44:37,pedro valdivia,6,5,,
25-06-2019,5:44:53,universidad,6,5,98.4,5.7
25-06-2019,5:47:29,santa rosa,22,18,,
25-06-2019,5:49:22,centro,,,99.9,5.3
25-06-2019,5:49:33,centro,13,12,,
25-06-2019,5:49:33,centro,16,13,,
25-06-2019,5:49:44,centro,11,10,,
25-06-2019,5:52:46,pueblo nuevo,,,78.0,5.4
25-06-2019,5:52:57,pueblo nuevo,16,13,,
25-06-2019,5:53:09,pueblo nuevo,19,17,,
25-06-2019,5:53:21,santa rosa,,,99.9,3.4
25-06-2019,5:53:33,santa rosa,22,21,,
25-06-2019,5:54:15,pedro valdivia,,,99.9,5.1
25-06-2019,5:54:21,amanecer,,,91.9,5.8
25-06-2019,5:54:25,pedro valdivia,4,2,,
25-06-2019,5:54:26,pedro valdivia,9,8,,
25-06-2019,5:54:33,amanecer,19,19,,
25-06-2019,5:54:34,amanecer,25,24,,
25-06-2019,5:54:37,pedro valdivia,4,3,,
25-06-2019,5:55:50,universidad,8,7,97.9,5.8
25-06-2019,5:57:29,santa rosa,27,21,,
25-06-2019,5:59:22,centro,,,99.9,5.3
25-06-2019,5:59:33,centro,13,12,,
25-06-2019,5:59:33,centro,14,12,,
25-06-2019,5:59:44,centro,7,7,,
25-06-2019,6:02:46,pueblo nuevo,,,78.6,5.1
25-06-2019,6:02:57,pueblo nuevo,25,19,,
25-06-2019,6:03:09,pueblo nuevo,24,22,,
25-06-2019,6:03:21,santa rosa,,,99.9,3.4
25-06-2019,6:03:33,santa rosa,24,23,,
25-06-2019,6:04:15,pedro valdivia,,,99.9,5.2
25-06-2019,6:04:21,amanecer,,,91.8,5.8
25-06-2019,6:04:25,pedro valdivia,2,1,,
25-06-2019,6:04:26,pedro valdivia,9,8,,
25-06-2019,6:04:33,amanecer,19,18,,
25-06-2019,6:04:34,amanecer,27,25,,
25-06-2019,6:04:37,pedro valdivia,4,3,,
25-06-2019,6:06:49,universidad,7,6,9.740.001,6.0
25-06-2019,6:07:29,santa rosa,22,18,,
25-06-2019,6:09:22,centro,,,99.9,5.2
25-06-2019,6:09:33,centro,12,11,,
25-06-2019,6:09:33,centro,12,11,,
25-06-2019,6:09:44,centro,11,9,,
25-06-2019,6:12:46,pueblo nuevo,,,78.8,5.3
25-06-2019,6:12:57,pueblo nuevo,15,13,,
25-06-2019,6:13:09,pueblo nuevo,19,17,,
25-06-2019,6:13:21,santa rosa,,,99.9,3.4
25-06-2019,6:13:33,santa rosa,18,17,,
25-06-2019,6:14:14,pedro valdivia,,,99.9,5.2
25-06-2019,6:14:21,amanecer,,,91.5,5.9
25-06-2019,6:14:25,pedro valdivia,1,1,,
25-06-2019,6:14:26,pedro valdivia,9,8,,
25-06-2019,6:14:33,amanecer,14,13,,
25-06-2019,6:14:33,amanecer,20,19,,
25-06-2019,6:14:37,pedro valdivia,6,4,,
25-06-2019,6:17:29,santa rosa,19,15,,
25-06-2019,6:17:47,universidad,5,4,96.6,6.1
25-06-2019,6:19:22,centro,,,99.9,5.2
25-06-2019,6:19:33,centro,12,11,,
25-06-2019,6:19:33,centro,19,14,,
25-06-2019,6:19:44,centro,9,8,,
25-06-2019,6:22:46,pueblo nuevo,,,78.3,5.2
25-06-2019,6:22:57,pueblo nuevo,18,13,,
25-06-2019,6:23:09,pueblo nuevo,18,16,,
25-06-2019,6:23:21,santa rosa,,,99.9,3.4
25-06-2019,6:23:33,santa rosa,19,18,,
25-06-2019,6:24:14,pedro valdivia,,,99.9,5.2
25-06-2019,6:24:21,amanecer,,,91.5,5.7
25-06-2019,6:24:25,pedro valdivia,5,5,,
25-06-2019,6:24:26,pedro valdivia,10,9,,
25-06-2019,6:24:33,amanecer,17,17,,
25-06-2019,6:24:33,amanecer,22,21,,
25-06-2019,6:24:37,pedro valdivia,6,5,,
25-06-2019,6:27:29,santa rosa,24,18,,
25-06-2019,6:28:52,universidad,8,7,9.650.001,6.1
25-06-2019,6:29:22,centro,,,99.9,5.4
25-06-2019,6:29:33,centro,15,14,,
25-06-2019,6:29:33,centro,18,16,,
25-06-2019,6:29:44,centro,8,8,,
25-06-2019,6:32:46,pueblo nuevo,,,79.2,5.2
25-06-2019,6:32:57,pueblo nuevo,22,21,,
25-06-2019,6:33:09,pueblo nuevo,21,21,,
25-06-2019,6:33:21,santa rosa,,,99.9,3.5
25-06-2019,6:33:33,santa rosa,21,20,,
25-06-2019,6:34:14,pedro valdivia,,,99.9,5.2
25-06-2019,6:34:21,amanecer,,,91.5,5.8
25-06-2019,6:34:25,pedro valdivia,11,11,,
25-06-2019,6:34:26,pedro valdivia,12,11,,
25-06-2019,6:34:33,amanecer,16,14,,
25-06-2019,6:34:33,amanecer,22,21,,
25-06-2019,6:34:37,pedro valdivia,7,7,,
25-06-2019,6:37:29,santa rosa,31,24,,
25-06-2019,6:39:22,centro,,,99.9,5.3
25-06-2019,6:39:33,centro,17,16,,
25-06-2019,6:39:33,centro,25,21,,
25-06-2019,6:39:44,centro,13,13,,
25-06-2019,6:39:50,universidad,7,6,96.4,6.0
25-06-2019,6:42:46,pueblo nuevo,,,78.6,5.4
25-06-2019,6:42:57,pueblo nuevo,30,22,,
25-06-2019,6:43:09,pueblo nuevo,21,21,,
25-06-2019,6:43:21,santa rosa,,,99.9,3.5
25-06-2019,6:43:33,santa rosa,24,23,,
25-06-2019,6:44:15,pedro valdivia,,,99.9,5.1
25-06-2019,6:44:21,amanecer,,,91.3,5.7
25-06-2019,6:44:25,pedro valdivia,17,15,,
25-06-2019,6:44:26,pedro valdivia,14,13,,
